time,metabolite,mass_isotopologue,fraction
40,AKG,M+0,0.000343580513833651
40,AKG,M+1,9.16243840161663e-05
40,AKG,M+2,0.504686320765328
40,AKG,M+3,0.135631261770631
40,AKG,M+4,0.269333751359417
40,AKG,M+5,0.0899134612067738
60,AKG,M+0,3.30843106260907e-06
60,AKG,M+1,8.33413062033719e-07
60,AKG,M+2,0.500049437273244
60,AKG,M+3,0.125105990343415
60,AKG,M+4,0.251224237163602
60,AKG,M+5,0.123616193375614
80,AKG,M+0,6.21816726557434e-07
80,AKG,M+1,1.7660940568682e-07
80,AKG,M+2,0.500004221376024
80,AKG,M+3,0.12500598945929
80,AKG,M+4,0.250159547678719
80,AKG,M+5,0.124829443059835
120,AKG,M+0,0
120,AKG,M+1,0
120,AKG,M+2,0.499999505423008
120,AKG,M+3,0.125000432216576
120,AKG,M+4,0.249988577271945
120,AKG,M+5,0.125011485088471
160,AKG,M+0,0
160,AKG,M+1,0
160,AKG,M+2,0.49999992998705
160,AKG,M+3,0.124999995581244
160,AKG,M+4,0.249997637175179
160,AKG,M+5,0.125002437256528
0,succinate,M+0,1
0,succinate,M+1,0
0,succinate,M+2,0
0,succinate,M+3,0
0,succinate,M+4,0
1,succinate,M+0,1
1,succinate,M+1,0
1,succinate,M+2,0
1,succinate,M+3,0
1,succinate,M+4,0
2,succinate,M+0,0.999999999752805
2,succinate,M+1,0
2,succinate,M+2,2.47195187980829e-10
2,succinate,M+3,0
2,succinate,M+4,0
5,succinate,M+0,0.999966797676826
5,succinate,M+1,1.29881685959423e-08
5,succinate,M+2,3.31893296093121e-05
5,succinate,M+3,5.39642316303229e-12
5,succinate,M+4,3.12017013812686e-21
10,succinate,M+0,0.983371244039694
10,succinate,M+1,0.000180620075377145
10,succinate,M+2,0.0164358861408105
10,succinate,M+3,1.22496397590097e-05
10,succinate,M+4,1.04359582652958e-10
15,succinate,M+0,0.803424461128202
15,succinate,M+1,0.00721076370702913
15,succinate,M+2,0.186234696044538
15,succinate,M+3,0.00312404773251099
15,succinate,M+4,6.03138771977845e-06
20,succinate,M+0,0.430455152758317
20,succinate,M+1,0.0291474602639696
20,succinate,M+2,0.489174279538041
20,succinate,M+3,0.0504704403270893
20,succinate,M+4,0.000752667112583492
30,succinate,M+0,0.0360797095676753
30,succinate,M+1,0.014391055499387
30,succinate,M+2,0.591665751984117
30,succinate,M+3,0.316549206237418
30,succinate,M+4,0.0413142767114025
40,succinate,M+0,0.00117494669274776
40,succinate,M+1,0.000782702888756709
40,succinate,M+2,0.511063697393518
40,succinate,M+3,0.364127794292023
40,succinate,M+4,0.122850858732954
60,succinate,M+0,1.16781726608716e-05
60,succinate,M+1,8.43588102434611e-06
60,succinate,M+2,0.5001167022831
60,succinate,M+3,0.334716227362025
60,succinate,M+4,0.16514695630119
80,succinate,M+0,1.76057642311549e-06
80,succinate,M+1,9.54771902609434e-07
80,succinate,M+2,0.50000628558439
80,succinate,M+3,0.333508714502905
80,succinate,M+4,0.16648228456438
120,succinate,M+0,0
120,succinate,M+1,0
120,succinate,M+2,0.499999281669828
120,succinate,M+3,0.333322467074221
120,succinate,M+4,0.166678251255951
160,succinate,M+0,0
160,succinate,M+1,0
160,succinate,M+2,0.499999863013754
160,succinate,M+3,0.333330938501781
160,succinate,M+4,0.166669198484466
0,fumarate,M+0,1
0,fumarate,M+1,0
0,fumarate,M+2,0
0,fumarate,M+3,0
0,fumarate,M+4,0
1,fumarate,M+0,1
1,fumarate,M+1,0
1,fumarate,M+2,0
1,fumarate,M+3,0
1,fumarate,M+4,0
2,fumarate,M+0,0.999999999994492
2,fumarate,M+1,0
2,fumarate,M+2,5.50798512120203e-12
2,fumarate,M+3,0
2,fumarate,M+4,0
5,fumarate,M+0,0.999994947616187
5,fumarate,M+1,1.30822877875923e-09
5,fumarate,M+2,5.05107508173412e-06
5,fumarate,M+3,5.0220427321226e-13
5,fumarate,M+4,1.45811857979669e-23
10,fumarate,M+0,0.995148922762675
10,fumarate,M+1,4.14788080267682e-05
10,fumarate,M+2,0.0048085302463337
10,fumarate,M+3,1.06810771761347e-06
10,fumarate,M+4,7.52465879370457e-11
15,fumarate,M+0,0.917459673299093
15,fumarate,M+1,0.00260621152330859
15,fumarate,M+2,0.0790396027716058
15,fumarate,M+3,0.000893223293954321
15,fumarate,M+4,1.28911203868851e-06
20,fumarate,M+0,0.695796124348796
20,fumarate,M+1,0.0149906775170728
20,fumarate,M+2,0.268844873318653
20,fumarate,M+3,0.020108636398086
20,fumarate,M+4,0.000259688417392673
30,fumarate,M+0,0.350780831743221
30,fumarate,M+1,0.0140019189373992
30,fumarate,M+2,0.423403443035541
30,fumarate,M+3,0.191473972600366
30,fumarate,M+4,0.0203398336834722
40,fumarate,M+0,0.302279054781317
40,fumarate,M+1,0.00129222860345206
40,fumarate,M+2,0.3638718814079
40,fumarate,M+3,0.255697907561633
40,fumarate,M+4,0.0768589276456982
60,fumarate,M+0,0.300023302404224
60,fumarate,M+1,1.43958467386313e-05
60,fumarate,M+2,0.350141679638806
60,fumarate,M+3,0.234704015717175
60,fumarate,M+4,0.115116606393057
80,fumarate,M+0,0.300002760935145
80,fumarate,M+1,8.80872708684843e-07
80,fumarate,M+2,0.350007338234434
80,fumarate,M+3,0.233514302433486
80,fumarate,M+4,0.116474717524226
120,fumarate,M+0,0.299999709335808
120,fumarate,M+1,0
120,fumarate,M+2,0.34999997384502
120,fumarate,M+3,0.233321117531833
120,fumarate,M+4,0.116679199287338
160,fumarate,M+0,0.299999961466482
160,fumarate,M+1,0
160,fumarate,M+2,0.349999921760087
160,fumarate,M+3,0.233330763761911
160,fumarate,M+4,0.11666935301152
0,OAC,M+0,1
0,OAC,M+1,0
0,OAC,M+2,0
0,OAC,M+3,0
0,OAC,M+4,0
1,OAC,M+0,1
1,OAC,M+1,0
1,OAC,M+2,0
1,OAC,M+3,0
1,OAC,M+4,0
2,OAC,M+0,0.999999999999762
2,OAC,M+1,0
2,OAC,M+2,2.37884647815964e-13
2,OAC,M+3,0
2,OAC,M+4,0
5,OAC,M+0,0.999998495889039
5,OAC,M+1,2.77327887425507e-10
5,OAC,M+2,1.50383359221124e-06
5,OAC,M+3,4.06129489460176e-14
5,OAC,M+4,1.80153211872816e-25
10,OAC,M+0,0.997605340742394
10,OAC,M+1,1.52035250076254e-05
10,OAC,M+2,0.0023781173945803
10,OAC,M+3,1.33833441995592e-06
10,OAC,M+4,3.59793296006149e-12
15,OAC,M+0,0.952096913039864
15,OAC,M+1,0.00140036082470071
15,OAC,M+2,0.0460800781306729
15,OAC,M+3,0.000422140769039619
15,OAC,M+4,5.07235722406695e-07
20,OAC,M+0,0.803553241067607
20,OAC,M+1,0.00939210475807594
20,OAC,M+2,0.175454456546603
20,OAC,M+3,0.0115009387805723
20,OAC,M+4,9.92588471412582e-05
30,OAC,M+0,0.542636663024633
30,OAC,M+1,0.0109093104994897
30,OAC,M+2,0.304016019102645
30,OAC,M+3,0.129689452247756
30,OAC,M+4,0.0127485551254767
40,OAC,M+0,0.501994486881705
40,OAC,M+1,0.00110234376090874
40,OAC,M+2,0.261420404866788
40,OAC,M+3,0.182693072747148
40,OAC,M+4,0.0527896917434503
60,OAC,M+0,0.50002053536473
60,OAC,M+1,1.23904825126852e-05
60,OAC,M+2,0.250115706382056
60,OAC,M+3,0.16774214853673
60,OAC,M+4,0.0821092192339712
80,OAC,M+0,0.500002359838749
80,OAC,M+1,6.70819283211255e-07
80,OAC,M+2,0.250005987290478
80,OAC,M+3,0.166809914687447
80,OAC,M+4,0.0831810673640437
120,OAC,M+0,0.499999719719495
120,OAC,M+1,0
120,OAC,M+2,0.250000118992972
120,OAC,M+3,0.166656792226928
120,OAC,M+4,0.0833433690606048
160,OAC,M+0,0.499999962297964
160,OAC,M+1,0
160,OAC,M+2,0.24999995112896
160,OAC,M+3,0.166664611737992
160,OAC,M+4,0.083335474835085
0,glutamate,M+0,1
0,glutamate,M+1,0
0,glutamate,M+2,0
0,glutamate,M+3,0
0,glutamate,M+4,0
0,glutamate,M+5,0
1,glutamate,M+0,1
1,glutamate,M+1,0
1,glutamate,M+2,0
1,glutamate,M+3,0
1,glutamate,M+4,0
1,glutamate,M+5,0
2,glutamate,M+0,0.999999999752805
2,glutamate,M+1,0
2,glutamate,M+2,2.47195187980829e-10
2,glutamate,M+3,0
2,glutamate,M+4,0
2,glutamate,M+5,0
5,glutamate,M+0,0.999966797676737
5,glutamate,M+1,6.49426070466136e-09
5,glutamate,M+2,3.31958236053611e-05
5,glutamate,M+3,2.69830282587026e-12
5,glutamate,M+4,2.69816751455326e-12
5,glutamate,M+5,1.56008506906343e-21
10,glutamate,M+0,0.983371092062386
10,glutamate,M+1,9.06137287294435e-05
10,glutamate,M+2,0.0165260298672201
10,glutamate,M+3,6.15369918388876e-06
10,glutamate,M+4,6.11059029804397e-06
10,glutamate,M+5,5.21820514409157e-11
15,glutamate,M+0,0.803391085462409
15,glutamate,M+1,0.00366672257934633
15,glutamate,M+2,0.189790288994144
15,glutamate,M+3,0.00159723757919963
15,glutamate,M+4,0.00155164615203446
15,glutamate,M+5,3.01923286660171e-06
20,glutamate,M+0,0.430167527164745
20,glutamate,M+1,0.0149716747343025
20,glutamate,M+2,0.502917446925266
20,glutamate,M+3,0.0261227466864755
20,glutamate,M+4,0.0254400264638676
20,glutamate,M+5,0.000380578025343438
30,glutamate,M+0,0.0359120904961769
30,glutamate,M+1,0.00687047619894944
30,glutamate,M+2,0.595169433928307
30,glutamate,M+3,0.147417342460692
30,glutamate,M+4,0.191752364455192
30,glutamate,M+5,0.0228782924606825
40,glutamate,M+0,0.0011713179033332
40,glutamate,M+1,0.000317370568895866
40,glutamate,M+2,0.510461961834113
40,glutamate,M+3,0.14090976220242
40,glutamate,M+4,0.267448144165494
40,glutamate,M+5,0.0796914433257441
60,glutamate,M+0,1.16470119204757e-05
60,glutamate,M+1,3.33614250443637e-06
60,glutamate,M+2,0.500110939165885
60,glutamate,M+3,0.125151069664624
60,glutamate,M+4,0.251803523040291
60,glutamate,M+5,0.122919484974775
80,glutamate,M+0,1.75000917203564e-06
80,glutamate,M+1,4.43203290875144e-07
80,glutamate,M+2,0.500006634783877
80,glutamate,M+3,0.125017544911887
80,glutamate,M+4,0.250228464064807
80,glutamate,M+5,0.124745163026966
120,glutamate,M+0,0
120,glutamate,M+1,0
120,glutamate,M+2,0.499999219559218
120,glutamate,M+3,0.125001325894673
120,glutamate,M+4,0.249981185432102
120,glutamate,M+5,0.125018269114007
160,glutamate,M+0,0
160,glutamate,M+1,0
160,glutamate,M+2,0.499999865370066
160,glutamate,M+3,0.125000119751979
160,glutamate,M+4,0.249996156888439
160,glutamate,M+5,0.125003857989516
